y_noisy,v_noisy,thrust,y_next,v_next
282.3354627363641,3.7396716955631875,15.0,288.2302624995635,10.53635855299785
251.22492938459766,12.400139413746752,30.0,276.0631465276797,32.71983344726701
131.79836002069197,11.83708966848603,30.0,152.06860960411666,32.24774606269311
50.55388612578459,4.69174728643461,15.0,58.05304293261964,10.406960260758716
371.19762015756567,9.03849164374547,30.0,393.4142616755611,30.699130869488126
200.34454041031088,12.402397993011174,30.0,223.66606390048997,30.92605760060614
281.57626015043184,-5.060774915251472,0.0,275.42488024804317,-12.530226661801048
224.00174574529518,9.293752838450871,30.0,241.56663790986696,27.30595475628212
223.37726345084488,-14.8493599450842,15.0,208.26212225752593,-9.576750456723651
252.2303700493845,5.849808450512234,30.0,265.00548880457325,23.66874754027835
258.1081018196231,-2.2313071896467016,0.0,250.0209665811682,-12.807367704322107
135.92512863752003,-6.413030673586525,15.0,128.49706576158198,-5.113376951085927
373.2303341420185,-1.1446456817330697,0.0,372.04646892487466,-10.03993759339237
452.49489041042983,4.6182454299277165,0.0,452.0394767380135,-6.70146286713166
71.52242672182493,-7.960275362984836,15.0,68.69785371985301,0.22858191358304047
137.16785342893476,5.173828029077606,30.0,153.38398219773504,25.44810465222769
260.7011151886219,-12.034174468423348,0.0,239.37507507569748,-23.567160274078432
144.20838440243182,-20.01131314227344,0.0,118.66503438341235,-29.34193583470795
54.16333212892502,-0.7784804064762261,15.0,60.54841707057568,8.151772300767082
430.6814909664937,-1.1669605037597897,0.0,425.25433298871855,-11.000712582582121
235.60324468771793,11.60261602097104,30.0,257.31432630581816,31.165945800284728
262.81227270371176,-5.147810119337711,0.0,255.7073017091951,-10.897125093561346
90.34953235367182,20.462379900827724,30.0,120.42952183033285,39.66940510222723
239.27257330104902,-18.254613624376216,15.0,222.75665437632262,-13.438159511668584
151.61029907211065,-10.767828718916297,0.0,135.5416418893499,-21.719030799506584
90.83301657649189,-10.286033759929678,0.0,78.52895144999516,-18.312408433255523
154.430911572719,-17.353258403620867,15.0,140.41996154004093,-11.419872846174993
82.42495143366577,-14.971922271177071,0.0,57.774340378325284,-25.771010960872665
462.1925887729949,-8.689526708219208,0.0,446.5477715259484,-18.495999944465833
261.13300317302696,1.3585063663094954,15.0,265.30984807689606,5.666900387507841
