y,v,thrust,y_next,v_next
296.8888447633793,14.636376551529146,0.0,306.6252213149085,4.8363765515291455
471.72821462409473,4.3795008462563985,0.0,471.20771547035116,-5.420499153743602
236.5943642357079,-0.27634930860699214,0.0,231.4180149271009,-10.076349308606993
352.5070608614863,10.955731557885269,25.0,371.0627924193716,26.155731557885268
480.51410339537546,6.082394692409075,15.0,489.19649808778456,11.282394692409074
265.3629996345727,7.898898630392882,15.0,275.8618982649656,13.098898630392881
51.91144627577796,1.2212947535053011,25.0,60.73274102928327,16.4212947535053
245.67632839324065,7.4527557776047395,25.0,260.7290841708454,22.65275577760474
359.9078374971616,-1.814433210825122,25.0,365.6934042863365,13.385566789174877
306.71034076498046,-16.980550367192183,25.0,297.3297903977883,-1.780550367192184
477.0002283378471,4.285980356651788,25.0,488.8862086944989,19.485980356651787
426.67360311865536,11.57140166603947,0.0,433.3450047846949,1.7714016660394698
497.33066780797805,-9.273845838806167,0.0,483.1568219691719,-19.073845838806168
368.90779073377513,-9.744687019648065,25.0,366.7631037141271,5.455312980351934
460.00900839536513,-16.123512499600686,25.0,451.4854958957645,-0.9235124996006867
494.35246779488796,-6.072351094365466,15.0,490.88011670052254,-0.8723510943654667
346.4278126167454,18.762437947165715,15.0,367.7902505639112,23.962437947165714
59.23993640719591,-6.793531492931892,15.0,55.04640491426402,-1.5935314929318931
207.91844608912703,17.368736974660223,25.0,232.88718306378726,32.568736974660226
185.72921010379295,-0.8498933813912615,15.0,187.47931672240168,4.350106618608738
135.52005503442848,-11.159024056384252,15.0,126.96103097804422,-5.959024056384253
290.15406282577834,15.280802409588652,15.0,308.034865235367,20.48080240958865
360.37193892637936,-1.747304832253871,15.0,361.2246340941255,3.4526951677461284
94.11918284464025,-16.16159557244643,15.0,80.55758727219381,-10.96159557244643
266.1903934853457,-0.6495965229338871,15.0,268.1407969624118,4.550403477066112
348.79240218349116,2.80362981428938,25.0,359.19603199778055,18.00362981428938
209.6591939235901,10.136581273763802,15.0,222.39577519735388,15.336581273763802
406.1618932001252,8.248736736450848,25.0,422.01062993657604,23.448736736450847
420.8041564680978,-13.34156963822843,25.0,415.0625868298694,1.8584303617715694
492.9271177483811,8.508478257980986,15.0,504.0355960063621,13.708478257980985
122.94756535621606,12.289999555289612,15.0,137.83756491150567,17.48999955528961
235.93773003643298,5.920636913460385,25.0,249.45836694989336,21.120636913460384
50.01476279587356,11.394853817196523,25.0,69.00961661307008,26.594853817196523
63.28282864741277,-15.840761592267425,25.0,55.042067055145345,-0.6407615922674257
291.44509077530415,16.85520618592858,25.0,315.90029696123275,32.05520618592858
228.00755215160757,12.895140232101582,15.0,243.50269238370916,18.09514023210158
283.3025583148258,1.559154246849296,25.0,292.4617125616751,16.759154246849295
346.30882905781885,17.904653312242047,0.0,359.3134823700609,8.104653312242046
130.8724445136289,-1.4178896437711828,25.0,137.0545548698577,13.782110356228817
464.69087944679603,15.50368938887776,0.0,475.29456883567383,5.703689388877759
183.32439857922515,5.629354882495502,25.0,196.55375346172065,20.8293548824955
485.0576924847707,-6.201262072318947,0.0,473.95643041245177,-16.001262072318948
208.97159686075776,11.588861238586823,25.0,228.16045809934457,26.788861238586822
172.1388374306122,-4.741953090517793,15.0,169.9968843400944,0.4580469094822064
188.58759380146864,-5.861522971956457,0.0,177.8260708295122,-15.661522971956458
378.0550222093607,8.52860154967249,0.0,381.6836237590332,-1.27139845032751
479.02675307734285,1.7495748229423214,25.0,488.3763279002852,16.94957482294232
440.41962237976514,3.959308116135478,0.0,439.47893049590067,-5.8406918838645225
211.49793008194305,6.522783066787881,15.0,220.6207131487309,11.72278306678788
167.49815857945742,-2.317512281225845,0.0,160.28064629823157,-12.117512281225846
75.33194867849943,-3.6747114742501097,0.0,66.75723720424932,-13.47471147425011
391.5827644266657,-19.836423852537468,15.0,374.34634057412825,-14.636423852537469
225.3444911516192,6.841768164795123,15.0,234.78625931641432,12.041768164795123
51.83256723615476,-4.9720578523441326,25.0,54.460509383810624,10.227942147655867
220.7266356209783,14.926220204565809,25.0,243.25285582554412,30.126220204565808
92.97808051870803,-0.9775241465035265,25.0,99.6005563722045,14.222475853496473
70.6182052642823,-3.595382054384409,15.0,69.62282320989789,1.6046179456155905
447.16999792902755,7.047082272117692,25.0,461.81708020114525,22.24708227211769
143.30411903915734,17.572570728456903,0.0,155.97668976761423,7.772570728456902
257.2947183948506,6.796056755348797,0.0,259.1907751501994,-3.0039432446512038
320.0579438123232,-14.693317956420241,25.0,312.96462585590297,0.5066820435797581
84.5151090039018,-13.896838103730694,15.0,73.21827090017109,-8.696838103730695
177.71530136742163,2.1443270400474006,25.0,187.459628407469,17.3443270400474
247.35572213765477,19.649687658235848,15.0,269.60540979589064,24.849687658235847
234.39521171907853,0.09897910900547657,0.0,229.594190828084,-9.701020890994524
326.13268177613725,-13.477497048062377,15.0,315.2551847280749,-8.277497048062378
415.49903269396594,-15.341963893428346,15.0,402.75706880053764,-10.141963893428347
472.6363530102309,9.091314261195379,15.0,484.3276672714263,14.291314261195378
410.54589675778357,17.691700269355294,25.0,435.8375970271389,32.8917002693553
475.8414771331341,8.254665803948829,15.0,486.696142937083,13.454665803948828
61.88704730124266,-15.460557664686977,15.0,49.02648963655569,-10.260557664686978
423.3951957933288,5.026568086475855,25.0,436.02176387980467,20.226568086475854
61.443900677625855,-2.364917840826802,25.0,66.67898283679905,12.835082159173197
431.38152960190087,1.2707363005365906,25.0,440.2522659024375,16.47073630053659
113.99169928851396,-10.919101461468145,15.0,105.6725978270458,-5.719101461468146
111.9844169402597,10.826654430242556,0.0,117.91107137050226,1.026654430242555
372.8909187589472,-7.788113134570578,0.0,360.20280562437665,-17.588113134570577
343.89754167348445,2.9130638746951973,15.0,349.41060554817966,8.113063874695197
105.27292420108236,8.173582089911562,0.0,108.54650629099392,-1.6264179100884384
167.1734837483811,-11.70769452247697,25.0,163.06578922590413,3.492305477523029
477.5155771439714,10.819700553997912,0.0,483.43527769796935,1.019700553997911
474.0405733889907,0.8743814809367159,25.0,482.51495486992746,16.074381480936715
201.4401820141114,5.528358155884998,0.0,202.0685401699964,-4.271641844115003
444.76936666112124,-4.679349492310765,25.0,447.69001716881047,10.520650507689234
375.336349337701,-10.200518570853925,25.0,372.7358307668471,4.9994814291460745
424.88949629802767,-5.404063983731721,15.0,422.085432314296,-0.20406398373172152
378.39328649596666,5.465935400047705,25.0,391.4592218960144,20.665935400047704
446.5116423528252,-7.149091415339273,25.0,446.96255093748596,8.050908584660727
184.69567563092977,-12.31247699030121,15.0,174.98319864062856,-7.112476990301211
250.9924645554728,-4.455793730816481,25.0,254.1366708246563,10.744206269183518
100.2272670513467,-14.062670626610858,25.0,93.76459642473584,1.1373293733891412
330.83090187330396,-13.539265068739287,0.0,312.3916368045647,-23.339265068739287
232.76333791725125,17.055934342679322,0.0,244.91927225993058,7.255934342679321
375.3959476270068,-2.584243314061329,15.0,375.4117043129455,2.6157566859386705
420.41849362653585,16.70215827489696,15.0,439.7206519014328,21.90215827489696
422.38427674042094,-2.693135694478581,25.0,427.29114104594237,12.506864305521418
396.42495264322054,8.51915442481696,0.0,400.04410706803753,-1.28084557518304
393.46870725501356,1.544299931927668,0.0,390.1130071869412,-8.255700068072333
168.47801269093534,-3.9898738220143244,25.0,172.08813886892102,11.210126177985675
309.60998448147234,-5.149799993660356,15.0,307.060184487812,0.05020000633964372
253.89584414143442,-14.462562467648784,0.0,234.53328167378564,-24.262562467648785
109.6561308994551,14.919860154231891,0.0,119.675991053687,5.1198601542318904
399.4266034781892,-3.6260445426655465,15.0,398.40055893552363,1.5739554573344527
442.9981864241303,-5.031858940124332,25.0,445.566327484006,10.168141059875667
294.2616437654594,1.7471067245469314,15.0,298.60875049000634,6.947106724546931
87.08262668186993,4.3792740089789675,0.0,86.56190069084889,-5.420725991021033
345.08837827240586,11.148795161661837,0.0,351.3371734340677,1.3487951616618368
306.027527964046,0.41361540611753256,0.0,301.5411433701635,-9.386384593882468
376.0055810837118,-5.790301163407463,0.0,365.3152799203043,-15.590301163407464
142.85286715939242,-15.462136307738273,25.0,134.99073085165415,-0.2621363077382739
409.4023741242202,17.37018855554127,0.0,421.87256267976153,7.570188555541268
56.28605192768846,-11.837416473349474,25.0,52.048635454338985,3.362583526650525
60.02529520011833,11.627465596752891,0.0,66.75276079687121,1.8274655967528908
380.75531620342787,12.791428173366953,0.0,388.64674437679486,2.991428173366952
245.00582858692965,13.137937491275174,15.0,260.7437660782048,18.337937491275174
177.29796620036234,18.796096587472356,15.0,198.6940627878347,23.996096587472355
453.4371969156765,-7.454975489563074,25.0,453.58222142611345,7.7450245104369255
157.07174180307092,10.62659253678462,25.0,175.29833433985553,25.82659253678462
282.70318645619585,8.363736074418341,15.0,293.6669225306142,13.56373607441834
132.3907188881617,18.336551894242575,25.0,158.32727078240427,33.53655189424258
438.7134166174292,16.247459984984893,25.0,462.5608766024141,31.447459984984892
493.71252890778743,19.7287425457895,25.0,521.041271453577,34.928742545789504
163.51311328365955,5.8661664970474945,0.0,164.47927978070703,-3.9338335029525062
272.5722280789587,10.033773285099773,0.0,277.70600136405847,0.23377328509977247
498.19602685278176,4.535156393188366,0.0,497.8311832459701,-5.264843606811635
93.28683568877943,-13.757197656113252,15.0,82.12963803266618,-8.557197656113253
197.13477420695423,-12.614918474930366,15.0,187.11985573202386,-7.414918474930367
145.47919616986596,19.067160080871055,25.0,172.146356250737,34.26716008087105
195.93916062163828,5.21264840753377,0.0,196.25180902917205,-4.587351592466231
210.7251286492408,-14.462450712838596,15.0,198.86267793640218,-9.262450712838596
328.67661352045263,12.001372448657335,25.0,348.27798596911,27.201372448657335
457.2942853235586,-1.375402748232986,0.0,451.0188825753256,-11.175402748232987
158.71485951310012,12.532799420544151,15.0,173.84765893364428,17.73279942054415
320.5522411102497,-10.360219431930457,0.0,305.2920216783193,-20.160219431930457
286.5912830986796,-15.022307111255667,25.0,279.16897598742395,0.17769288874433187
327.7125461375509,17.08534946366897,0.0,339.8978956012199,7.285349463668968
375.5861671968331,-0.38630972669797004,15.0,377.7998574701352,4.813690273302029
